smiles,res_u0,res_u0_norm,res_gap,res_mu
C,0.04466512400828293,0.04466512400828293,0.1738062754982299,-1.0931629863536183
C#C,0.07405253853916349,0.037026269269581746,0.031004296092969785,-1.7597893631336272
C#CC#C,0.06480525019321703,0.01620131254830426,-0.03793428161233156,-2.40297093951959
C#CC#CC#C,0.051376961847324765,0.008562826974554127,-0.05897285931763291,-3.0310525159055524
C#CC#CC#CC#C,0.03879467350139976,0.00484933418767497,-0.06051143702293421,-3.6797340922915147
C#CC#CC#CC#N,-0.0047465504554224935,-0.0005933188069278117,-0.05500208234656487,1.0347249726137937
C#CC#CC#CC(=O)N,0.005328836658520686,0.000592092962057854,-0.024818265926692146,-0.6314502358121725
C#CC#CC#CC1CC1,0.021112717670746406,0.002345857518971823,-0.0617978834229331,-0.9580132382780144
C#CC#CC#CC1CN1,0.03623049371395837,0.004025610412662041,-0.06498852874656383,-2.543054173372706
C#CC#CC#CC1CO1,0.03286504298256432,0.0036516714425071464,-0.058460140267104166,-1.8009911726974963
C#CC#CC#CC=O,0.04212776349214664,0.00526597043651833,-0.03859102230302025,-0.17005410111152797
C#CC#CC#CCC#N,-0.003488253332136537,-0.00038758370357072636,-0.03553868064660609,-0.682030226992159
C#CC#CC#CCC=O,0.032390060615341554,0.0035988956239268394,-0.013127620603061524,-2.0591093007174814
C#CC#CC#CCCO,0.028811178528769688,0.0032012420587521876,-0.05874491106192739,-1.674296049142894
C#CC#CC#CCO,0.04148888140554163,0.005186110175692704,-0.0651083127618862,-1.3669408495369408
C#CC#CC#N,0.007553737890532375,0.001258956315088729,-0.04966350464126351,0.9523065489997564
C#CC#CC(=N)NC=O,0.02970837738064347,0.0033009308200714965,0.014673760313761858,0.8081667546926043
C#CC#CC(=NO)C#C,0.09935183665851355,0.011039092962057061,-0.030218265926692134,-3.8729502358121723
C#CC#CC(=O)C#C,0.05813776349214095,0.0072672204365176185,-0.02659102230302024,-0.39685410111152786
C#CC#CC(=O)C#N,0.01309253953542111,0.0016365674419276388,-0.02878166762665102,0.4266049637937801
C#CC#CC(=O)C(=N)N,0.03236137738065281,0.003595708597850312,-0.008226239686238146,-3.0234332453073955
C#CC#CC(=O)C(=O)N,0.004791926649261313,0.0005324362943623681,-0.0156978512067783,-4.182670244632186
C#CC#CC(=O)C1CC1,0.020567807661450388,0.0022853119623833765,-0.02837746870301927,-0.2752332470980283
C#CC#CC(=O)C=O,0.0479728534829178,0.005996606685364725,-0.018370607583106463,-1.858374109931542
C#CC#CC(=O)CC#N,-0.004232163341441719,-0.00047024037127130214,-0.009418265926692149,2.175549764187828
C#CC#CC(=O)CCO,0.031003268519441463,0.0034448076132712734,-0.03172449634201355,-2.016716057962908
C#CC#CC(=O)CO,0.04234397139629209,0.005292996424536511,-0.03158789804197232,0.6963391416430467
C#CC#CC(=O)N,0.01792012500442297,0.00256001785777471,-0.022779688221390926,-0.02586865942621097
C#CC#CC(=O)N1CC1,0.028720583704682667,0.003191175967186963,-0.022068114026649932,-0.30787418219272
C#CC#CC(=O)NC=N,0.031431377380670256,0.0034923752645189174,0.014273760313761846,0.5938667546926046
C#CC#CC(=O)NC=O,0.006345926649260036,0.000705102961028893,0.015002148793221703,1.520329755367813
C#CC#CC(C#C)C#C,0.08087397062456603,0.008985996736062892,0.007151964677024503,-3.350489291897468
C#CC#CC(C=O)C=O,0.04625315060599178,0.005139238956221309,0.014492794116852364,-0.570829309537495
C#CC#CC(CO)CO,0.03246138643294216,0.0036068207147713516,-0.04084178680087916,-0.1694028063883204
C#CC#CC(F)(F)F,0.0024665285613423293,0.00030831607016779117,-0.04736335704732986,-0.2762435670692911
C#CC#CC1(CC1)C#C,0.04318271767073156,0.004798079741192396,-0.0267978834229331,-1.6453132382780142
C#CC#CC1(CC1)C#N,-0.009972506286032967,-0.001108056254003663,-0.02438852874656383,0.47764582662729405
C#CC#CC1(CC1)C=O,0.02243680766144962,0.002492978629049958,-0.007177468703019274,-1.3494332470980281
C#CC#CC1(CC1)CO,0.02517792557489429,0.0027975472860993656,-0.044794759161885106,-1.5781199955234408
C#CC#CC1(CC1)O,0.03151262845170777,0.003939078556463471,-0.05195816086184393,-1.5811647959174875
C#CC#CC1(CCC1)O,0.021732925574895035,0.0024147695083216705,-0.04249475916188511,-1.8270199955234407
C#CC#CC1(CN1)C#C,0.05933249371395277,0.006592499301550308,-0.03188852874656384,-2.2765541733727064
C#CC#CC1(CN1)C#N,0.007803269757175713,0.0008670299730195236,-0.029979174070194542,0.6619048915326022
C#CC#CC1(CO1)C#C,0.05477204298256311,0.006085782553618123,-0.02416014026710417,-1.7990911726974963
C#CC#CC1(CO1)C#N,0.005208819025824596,0.0005787576695360662,-0.025350785590734726,-0.1425321077921886
C#CC#CC1(COC1)O,0.03327025088674418,0.0036966945429715756,-0.03815701600605595,-1.1122979299429225
C#CC#CC12CC(C1)C2,0.04044846471691699,0.004494273857435221,-0.03184773152289094,-1.1991371846585615
C#CC#CC12CC(C1)O2,0.05910279002870311,0.006566976669855901,-0.04690998836706178,-0.8776151190780435
C#CC#CC12CC1CC2,0.01742746471694545,0.0019363849685494945,-0.04984773152289096,-0.8077371846585615
C#CC#CC12CC1CO2,0.03333979002871956,0.0037044211143021735,-0.058909988367061766,-0.7454151190780434
C#CC#CC12CC1OC2,0.03199779002869718,0.0035553100031885756,-0.04920998836706178,-2.1322151190780434
C#CC#CC12CCC1N2,0.030970240760098022,0.0034411378622331134,-0.04373837684652157,-0.706378119753253
C#CC#CC12CCC1O2,0.024964790028718653,0.002773865558746517,-0.04680998836706177,-0.8881151190780434
C#CC#CC12CN(C1)C2,0.07147824076008646,0.007942026751120719,-0.03223837684652156,-1.9776781197532531
C#CC#CC12CN1CC2,0.03596324076011115,0.00399591564001235,-0.05523837684652155,-1.1138781197532532
C#CC#CC1=CCCC1,0.0059454823496594145,0.0006606091499621572,-0.037115211858848224,-1.3122553126785461
C#CC#CC1=CCOC1,0.01757980766149103,0.0019533119623878926,-0.03567746870301927,-2.0701332470980285
C#CC#CC1=NCCN1,0.010795034436000606,0.001199448270666734,-0.041696502506109706,-1.2097371828679293
C#CC#CC1=NCCO1,0.005999583704692668,0.0006666204116325187,-0.02576811402664994,-2.47267418219272
C#CC#CC1C2CC1C2,0.04552446471694793,0.005058273857438659,-0.03294773152289096,-1.1470371846585614
C#CC#CC1C2CC1O2,0.06206979002871549,0.006896643336523943,-0.034809988367061784,-1.6600151190780434
C#CC#CC1C2CCC12,0.022906464716925257,0.0025451627463250284,-0.03834773152289095,-0.7963371846585614
C#CC#CC1C2CCN12,0.04006624076009757,0.00445180452889973,-0.05183837684652157,-1.4717781197532533
C#CC#CC1C2CN1C2,0.0767722407600786,0.008530248973342067,-0.04903837684652157,-1.1368781197532531
C#CC#CC1C2COC12,0.03759679002871508,0.0041774211143016755,-0.03960998836706178,-0.5934151190780437
C#CC#CC1CC(=O)C1,0.014772807661472598,0.0016414230734969554,0.001722531296980745,-1.378033247098028
C#CC#CC1CC1,0.03443400601662461,0.004919143716660658,-0.04805930571763181,-0.8554316618920523
C#CC#CC1CC1C#C,0.04086271767073413,0.0045403019634149035,-0.022797883422933096,-1.7375132382780143
C#CC#CC1CC1C#N,-0.012271506286083422,-0.0013635006984537136,-0.020388528746563828,0.44364582662729424
C#CC#CC1CC2CC12,0.024631464716946994,0.0027368294129941103,-0.029747731522890952,-0.8989371846585614
C#CC#CC1CC2CN12,0.041357240760078184,0.00459524897334202,-0.04483837684652156,-1.2595781197532532
C#CC#CC1CC2NC12,0.040643240760118715,0.004515915640013191,-0.03433837684652155,-0.20477811975325322
C#CC#CC1CC2OC12,0.030820790028712963,0.0034245322254125516,-0.02990998836706177,-0.43931511907804355
C#CC#CC1CC=CC1,0.017679482349649334,0.001964386927738815,0.01568478814115179,-1.405355312678546
C#CC#CC1CCC1,0.027445303139870703,0.003430662892483838,-0.03959590401767288,-0.9483868614980053
C#CC#CC1CCC=C1,0.01871148234965858,0.0020790535944065092,0.01258478814115177,-1.231055312678546
C#CC#CC1CCCC1,-0.00454239973686299,-0.0005047110818736655,-0.03523250231771419,-0.8195420611039588
C#CC#CC1CCCO1,0.004845925574898047,0.0005384361749886719,-0.03669475916188511,-0.8920199955234407
C#CC#CC1CCO1,0.03790762845170548,0.004738453556463185,-0.045558160861843944,-0.8736647959174875
C#CC#CC1CCOC1,0.0043889255749149925,0.00048765839721277696,-0.0344947591618851,-1.9093199955234408
C#CC#CC1CN1,0.049333782059875375,0.0070476831514107675,-0.05534995104126256,-1.8577725969867438
C#CC#CC1CN=CO1,0.01085158370466388,0.0012057315227404313,0.00623188597335006,-2.48407418219272
C#CC#CC1CO1,0.04566233132851494,0.0065231901897878485,-0.04712156256180275,-1.157109596311534
C#CC#CC1COC1,0.03825862845172878,0.004782328556466098,-0.03685816086184393,-1.8071647959174875
C#CC#CC1COC=N1,0.012165583704700111,0.0013517315227444568,0.014831885973350056,-2.07677418219272
C#CC#CC1COCO1,0.01042925088671609,0.0011588056540795656,-0.03835701600605593,-2.2228979299429223
C#CC#CC1NC1C#C,0.0592614937139615,0.006584610412662389,-0.023088528746563836,-1.7426541733727061
C#CC#CC1NC1C#N,0.007706269757136397,0.0008562521952373774,-0.020879174070194545,0.31420489153260256
C#CC#CC1OC1C#C,0.052232042982552684,0.0058035603313947425,-0.024260140267104158,-1.7969911726974963
C#CC#CC1OC1C#N,0.0026988190257952738,0.0002998687806439193,-0.022650785590734718,-0.7095321077921888
C#CC#CC1OC2CC12,0.03938979002867882,0.004376643336519869,-0.04300998836706177,-0.9506151190780434
C#CC#CC1OCC=C1,0.03049080766146517,0.0033878675179405742,0.010022531296980747,-1.2542332470980282
C#CC#CC1OCCO1,0.011030250886733484,0.001225583431859276,-0.034157016006055946,-1.6931979299429225
C#CC#CC=O,0.05481405183809329,0.009135675306348881,-0.03865244459771902,0.05442747527443448
C#CC#CCC#CC#C,0.05194397062456346,0.005771552291618163,-0.0044480353229754965,-3.035889291897468
C#CC#CCC#CC#N,0.005457746667843821,0.0006064162964270912,-0.010438680646606108,0.3549697730078414
C#CC#CCC#CC=O,0.05159706061533598,0.005733006735037331,-0.0023276206030615476,-0.7749093007174812
C#CC#CCC#CCO,0.05223517852874693,0.005803908725416325,-0.01524491106192738,-1.8137960491428942
C#CC#CCC#N,0.009007035013723907,0.001286719287674844,-0.01910010294130482,-0.05204865060619657
C#CC#CCC(=O)C#C,0.048909060615301314,0.005434340068366812,-0.012527620603061534,-0.6907093007174816
C#CC#CCC(=O)C#N,0.0032068366585349395,0.0003563151842816599,-0.027018265926692153,-1.3890502358121726
C#CC#CCC(=O)C=O,0.0382061506060154,0.004245127845112822,-0.024407205883147626,-3.4101293095374947
C#CC#CCC(=O)CO,0.036051268519429414,0.004005696502158824,0.0037755036579864565,0.6427839420370924
C#CC#CCC(=O)N,0.010923422127746107,0.0013654277659682634,0.008483713478567967,0.31407614096783654
C#CC#CCC(F)(F)F,-0.01740417431562946,-0.0019337971461810513,-0.04809995534737113,-1.2344987666752443
C#CC#CCC1(CC1)O,0.023999925574912595,0.0026666583972125104,-0.03319475916188511,-1.857919995523441
C#CC#CCC1CC1,0.03209130313990727,0.0040114128924884085,-0.034495904017672885,-1.1009868614980054
C#CC#CCC1CCC1,0.023189600263151533,0.0025766222514612813,-0.034332502317714175,-1.0204420611039586
C#CC#CCC1CCO1,0.028626925574883444,0.0031807695083203827,-0.03469475916188511,-0.16631999552344068
C#CC#CCC1CN1,0.0459690791830667,0.005746134897883337,-0.035286549341303736,-1.0831277965926966
C#CC#CCC1CO1,0.03791362845169033,0.004739203556461291,-0.03255816086184393,-0.5847647959174873
C#CC#CCC1COC1,0.032814925574882636,0.003646102841653626,-0.03199475916188513,-1.4555199955234408
C#CC#CCC=O,0.04523534896122783,0.006462192708746832,-0.0132890428977602,-1.3009277243315192
C#CC#CCCC#N,-0.0039416678631027935,-0.0004927084828878492,-0.01863670124134595,-0.36560385021215014
C#CC#CCCC(=O)N,-0.0008292807491443455,-9.214230546048284e-05,0.011247115178526779,-0.12707905863811675
C#CC#CCCC1CC1,0.02568560026315936,0.002853955584795484,-0.03363250231771417,-0.8830420611039587
C#CC#CCCC1CO1,0.030031925574917295,0.0033368806194352552,-0.030594759161885116,-0.8834199955234407
C#CC#CCCC=O,0.039352646084410026,0.004919080760551253,-0.008325641197801381,-1.2606829239374726
C#CC#CCCCC#N,-0.010208370739860584,-0.001134263415540065,-0.017373299541387166,-0.07465904981810345
C#CC#CCCCC=O,0.03296994320766089,0.003663327023073432,-0.0043622394978424794,-1.127138123543425
C#CC#CCCCCO,0.031349061121090926,0.0034832290134545474,-0.039079529956708464,-1.1092248719688385
C#CC#CCCCO,0.037327763997893726,0.004665970499736716,-0.03934293165666716,-0.46926967236288464
C#CC#CCCN1CC1,0.044816376306300754,0.00497959736736675,-0.03532314764134478,-1.37968299619865
C#CC#CCCNC=O,0.012897719250872797,0.001433079916763644,0.008847115178526793,0.0038209413618832677
C#CC#CCCO,0.04181346687471432,0.005973352410673475,-0.04100633335662615,-1.2358144727569318
C#CC#CCCOC=O,0.01619726851942005,0.0017996965021577832,0.013175503657986448,-0.42231605796290816
C#CC#CCN1CC1,0.053761079183118454,0.006720134897889807,-0.04618654934130373,-2.345127796592697
C#CC#CCN1CCC1,0.04359837630630636,0.00484426403403404,-0.056723147641344784,-1.4353829961986502
C#CC#CCNC(=O)N,-0.002343504705891064,-0.0002603894117656738,0.004056469854895939,-0.7998199937328088
C#CC#CCNC=O,0.022503422127726935,0.002812927765965867,0.0018837134785679721,-0.5030238590321634
C#CC#CCNCC#N,0.011104405303285603,0.001233822811476178,-0.024163944865017828,-0.3405999849127954
C#CC#CCNCC=O,0.05148371925088213,0.005720413250098015,-0.005352884821473225,-1.3452790586381167
C#CC#CCO,0.05432716975144558,0.009054528291907596,-0.0520697350565848,-0.9049592731509783
C#CC#CCOC(=O)N,-0.008247955437241217,-0.0009164394930268019,0.005484858334355802,-1.9666569930575988
C#CC#CCOC1CC1,0.04233292557489676,0.004703658397210752,-0.039594759161885124,-1.8531199955234408
C#CC#CCOC=O,0.028412971396278408,0.003551621424534801,0.004612101958027692,0.15683914164304635
C#CC#CCOCC#N,0.01525495457190118,0.0016949949524334646,-0.026735556385558107,0.36976301576241344
C#CC#CCOCC=O,0.05180526851944478,0.005756140946604976,0.002375503657986472,-1.135616057962908
C#CC#CCOCCO,0.044498386432906045,0.004944265159211782,-0.04614178680087916,-1.21660280638832
C#CC#Cc1[nH]ccn1,-0.010441765601854058,-0.0011601961779837842,-0.019955624550990814,0.1964428360800512
C#CC#Cc1c[nH]cn1,-0.010692765601845622,-0.0011880850668717358,-0.005955624550990829,1.177442836080051
C#CC#Cc1c[nH]nc1,0.004967234398122855,0.0005519149331247616,-0.0019556245509908254,-1.0305571639199487
C#CC#Cc1c[nH]nn1,0.025145010441463,0.0027938900490514446,-0.0002462698746215908,0.35510190098536043
C#CC#Cc1cc[nH]c1,-0.007175541644983241,-0.0007972824049981379,-0.007064979227360102,0.834583771174743
C#CC#Cc1cc[nH]n1,0.007319234398153185,0.000813248266461465,-0.002155624550990831,-0.2358571639199485
C#CC#Cc1ccc[nH]1,-0.00870954164503246,-0.000967726849448051,-0.023264979227360094,-0.8739162288252573
C#CC#Cc1ccco1,0.0006670076235195666,7.411195816884073e-05,-0.022236590747900437,-1.3815532281500473
C#CC#Cc1ccn[nH]1,0.0051552343981597915,0.0005728038220177546,-0.013555624550990825,-2.086857163919949
C#CC#Cc1ccno1,0.03190578366684349,0.0035450870740937213,-0.015627236071530992,-0.3918941632447388
C#CC#Cc1ccoc1,0.0023220076235475062,0.000258000847060834,-0.004436590747900426,-1.8517532281500473
C#CC#Cc1ccon1,0.03479178366688984,0.003865753740765538,0.00017276392846901634,-0.436394163244739
C#CC#Cc1cn[nH]n1,0.019701010441451672,0.002189001160161297,-0.0024462698746215983,-3.57649809901464
